city_code,date,aqi,co,no2,o3,pm10,pm25,qlty,so2,cond_txt,fl,hum,pcpn,pres,tmp,vis,wind_dir,wind_sc,wind_spd,sug_comf_brf,sug_cw_brf,sug_drsg_brf,sug_flu_brf,sug_sport_brf,sug_trav_brf,sug_uv_brf
CN101180402,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,77,0,1002,23,8,东北风,4-5,24,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180403,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,26,74,0,1002,25,8,东风,4-5,23,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180404,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,74,0,1002,24,8,东北风,4-5,19,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180405,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,76,0,1002,24,8,东北风,4-5,19,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180501,2016-07-15,51,NULL,NULL,NULL,31,29,良,NULL,阴,26,70,0,1002,26,8,北风,4-5,19,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180502,2016-07-15,51,NULL,NULL,NULL,31,29,良,NULL,阴,26,77,0,1002,26,8,东北风,4-5,22,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180503,2016-07-15,51,NULL,NULL,NULL,31,29,良,NULL,阴,26,70,0,1002,26,8,东风,4-5,24,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180504,2016-07-15,51,NULL,NULL,NULL,31,29,良,NULL,阴,35,69,0,1000,26,10,东南风,4-5,19,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180505,2016-07-15,51,NULL,NULL,NULL,31,29,良,NULL,阴,26,72,0,1002,25,8,东风,4-5,21,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180506,2016-07-15,51,NULL,NULL,NULL,31,29,良,NULL,阴,26,71,0,1002,25,8,北风,4-5,21,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180507,2016-07-15,51,NULL,NULL,NULL,31,29,良,NULL,阴,31,73,0,1001,25,10,东南风,4-5,20,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180508,2016-07-15,51,NULL,NULL,NULL,31,29,良,NULL,阴,26,70,0,1002,26,8,东风,4-5,19,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180601,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,30,76,0,1002,26,10,西北风,4-5,18,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180602,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,31,86,0,1002,23,10,北风,3-4,15,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180603,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,31,83,0,1002,24,10,北风,4-5,20,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180604,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,28,87,0,1002,24,10,西北风,3-4,10,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180605,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,29,92,0,1002,23,10,东北风,4-5,17,较舒适,不宜,舒适,极易发,较不宜,一般,最弱
CN101180606,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,28,86,0,1002,23,10,西风,3-4,11,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180607,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,28,88,0,1002,23,10,西北风,4-5,19,较舒适,不宜,舒适,较易发,较不宜,一般,最弱
CN101180608,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,90,0,1001,23,2,西北风,4-5,17,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180609,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,28,92,0,1001,22,10,西北风,3-4,10,较舒适,不宜,舒适,易发,较不宜,较不宜,最弱
CN101081206,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,28,20,0,999,30,10,西北风,7-8,43,较不舒适,较适宜,热,少发,较适宜,适宜,很强
CN101081207,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,33,40,0,999,26,10,北风,7-8,46,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101081208,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,29,24,0,1002,29,10,西北风,6-7,34,较不舒适,较适宜,热,少发,较适宜,适宜,很强
CN101081209,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,29,39,0,1001,23,10,北风,6-7,38,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101081210,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,29,24,0,1002,29,10,西北风,6-7,41,较不舒适,较适宜,热,少发,较适宜,适宜,很强
CN101081211,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,33,40,0,999,26,10,北风,7-8,44,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101081212,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,28,20,0,999,30,10,西北风,7-8,43,较不舒适,较适宜,热,少发,较适宜,适宜,很强
CN101090101,2016-07-15,53,0,20,129,43,32,良,13,阴,26,72,0,1003,23,8,北风,微风,1,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090102,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,73,0,1003,22,8,东北风,4-5,17,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090103,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,76,0,1003,23,8,东风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090104,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,69,0,1003,23,8,东风,3-4,10,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090105,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,72,0,1003,23,8,东风,3-4,13,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090106,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,66,?,1003,24,8,东南风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090107,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,71,0,1003,23,8,东南风,4-5,19,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090108,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,33,70,0,1001,24,10,西风,3-4,16,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090109,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,74,0,1003,23,8,西南风,3-4,16,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090110,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,33,71,0,1001,24,10,西风,3-4,13,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090111,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,68,0,1003,23,8,东风,3-4,10,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090112,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,74,0,1003,23,8,东南风,4-5,17,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090113,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,63,0,1003,24,8,南风,3-4,14,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090114,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,30,60,0,1001,25,10,东北风,3-4,11,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090115,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,33,69,0,1001,24,10,西南风,3-4,10,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090116,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,33,66,0,1001,24,10,西风,3-4,16,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090117,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,73,0,1003,24,8,东北风,4-5,17,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090118,2016-07-15,53,NULL,NULL,NULL,43,32,良,NULL,阴,26,72,0,1003,23,8,北风,微风,10,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090201,2016-07-15,60,1,35,86,67,35,良,15,阴,29,71,0,1001,24,10,西北风,4-5,20,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090202,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,29,65,0,1001,24,10,西北风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090203,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阵雨,26,87,0,1003,19,8,西风,3-4,14,较舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090204,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,32,66,0,1001,24,10,西北风,4-5,24,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090205,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,多云,26,72,0,1003,23,8,北风,3-4,16,较舒适,不宜,热,少发,较不宜,一般,弱
CN101090206,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,35,58,0,1001,26,10,西北风,5-6,25,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090207,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,32,67,0,1001,25,10,西北风,5-6,27,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090209,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阵雨,21,84,0,1001,17,5,东风,3-4,15,舒适,不宜,较舒适,较易发,较不宜,一般,弱
CN101090210,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,26,68,0,1003,24,8,西风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090211,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,25,49,0,1002,26,10,东风,3-4,12,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090212,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阵雨,26,73,0,1003,23,8,西北风,3-4,16,较舒适,不宜,热,少发,较不宜,一般,弱
CN101090214,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阵雨,26,77,0,1003,23,8,西风,3-4,12,较舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090215,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,25,63,0,1002,26,10,西北风,3-4,11,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090216,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,多云,26,63,0,1003,24,8,西北风,3-4,11,较舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090217,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,25,74,0,1002,25,10,东风,3-4,14,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090218,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,25,76,0,1003,23,10,东风,4-5,18,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090219,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,26,67,0,1003,24,8,北风,微风,3,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090220,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,25,68,0,1002,25,10,西北风,3-4,11,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090221,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,30,73,0,1001,24,10,东风,4-5,19,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090222,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,25,76,0,1003,23,10,东风,4-5,18,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090223,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,25,73,0,1003,24,10,东风,4-5,19,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090224,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,32,71,0,1001,24,10,西北风,4-5,24,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090225,2016-07-15,60,NULL,NULL,NULL,67,35,良,NULL,阴,25,68,0,1002,25,10,西北风,3-4,14,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090301,2016-07-15,71,0,17,131,50,21,良,8,阵雨,27,64,0,1001,21,9,东南风,5-6,27,舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090302,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,28,70,0,1001,21,9,东南风,6-7,34,舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090303,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,23,75,0,1001,17,9,南风,5-6,27,舒适,不宜,较舒适,较易发,较不宜,一般,弱
CN101090304,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,多云,25,77,0,999,17,7,南风,5-6,32,舒适,不宜,较舒适,较易发,较不宜,一般,弱
CN101090305,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,21,86,0,1001,15,10,东南风,4-5,24,舒适,不宜,较冷,较易发,较不宜,一般,弱
CN101090306,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,25,76,0,999,18,9,东南风,5-6,31,舒适,不宜,较冷,较易发,较不宜,一般,弱
CN101090307,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,21,67,0,1001,20,5,南风,4-5,22,舒适,不宜,较舒适,较易发,较不宜,一般,弱
CN101090308,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,26,60,0,1000,22,7,东南风,5-6,31,舒适,不宜,较舒适,较易发,较不宜,一般,弱
CN101090309,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,26,77,0,1000,20,7,东北风,5-6,33,舒适,不宜,较舒适,少发,较不宜,一般,弱
CN101090310,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,27,68,0,1001,21,9,东风,4-5,21,舒适,不宜,较舒适,少发,较不宜,一般,弱
CN101090311,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,25,67,0,1003,21,10,东风,4-5,18,较舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090312,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,25,76,0,1003,21,10,东风,4-5,19,较舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090313,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,25,94,0.1,1003,16,10,东南风,4-5,18,较舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090314,2016-07-15,71,NULL,NULL,NULL,50,21,良,NULL,阵雨,24,73,0,1001,17,9,东南风,5-6,29,舒适,不宜,较舒适,较易发,较不宜,一般,弱
CN101090402,2016-07-15,39,0,10,103,23,8,优,10,阴,29,39,0,1002,23,10,东北风,3-4,14,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090403,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,32,36,0,1001,24,10,西南风,3-4,11,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090404,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,25,95,0,1001,18,10,西北风,4-5,21,较舒适,不宜,舒适,少发,较不宜,适宜,弱
CN101090405,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,27,42,0,1002,21,10,北风,4-5,22,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090406,2016-07-15,68,NULL,NULL,NULL,52,49,良,NULL,阵雨,28,91,0.2,1002,19,10,西南风,4-5,18,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090407,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,24,68,0,1003,20,10,东北风,3-4,12,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090408,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,22,94,0,1002,16,10,西北风,3-4,14,较舒适,不宜,舒适,少发,较不宜,适宜,弱
CN101090409,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,32,33,0,1001,24,10,东风,4-5,20,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090410,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,24,41,0,1003,19,10,东风,3-4,13,舒适,不宜,较舒适,较易发,较不宜,适宜,弱
CN101090501,2016-07-15,67,2,52,30,78,48,良,15,多云,25,75,0,1002,23,10,西南风,3-4,12,较不舒适,较适宜,热,少发,较适宜,适宜,中等
CN101090502,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,25,90,0,1002,23,10,西风,4-5,23,较舒适,较适宜,热,少发,较适宜,适宜,中等
CN101090503,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,25,60,0,1002,24,10,西南风,4-5,21,较不舒适,较适宜,热,少发,较适宜,适宜,中等
CN101090504,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,25,55,0,1002,25,10,东风,3-4,13,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090505,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,28,57,0,1001,24,10,东风,5-6,30,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090506,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,28,56,0,1001,24,10,东风,4-5,23,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090507,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,32,52,0,1001,24,10,东风,3-4,11,较不舒适,较适宜,热,少发,较适宜,适宜,中等
CN101090508,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,25,74,0,1002,23,10,西风,3-4,14,较不舒适,较适宜,热,少发,较适宜,适宜,中等
CN101090509,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,28,68,0,1001,24,10,东风,3-4,14,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090510,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,32,48,0,1001,25,10,东风,3-4,13,较不舒适,较适宜,热,少发,较适宜,适宜,中等
CN101090511,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,25,43,0,1002,25,10,东北风,3-4,10,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090512,2016-07-15,67,NULL,NULL,NULL,78,48,良,NULL,多云,28,64,0,1001,24,10,东北风,5-6,27,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101090601,2016-07-15,36,1,55,64,34,17,优,1,多云,25,69,0,1002,23,10,北风,3-4,13,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090602,2016-07-15,36,NULL,NULL,NULL,34,17,优,NULL,阴,29,70,0,1001,23,10,东南风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090603,2016-07-15,36,NULL,NULL,NULL,34,17,优,NULL,阴,25,73,0,1002,23,10,北风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090604,2016-07-15,36,NULL,NULL,NULL,34,17,优,NULL,多云,25,82,0,1002,23,10,东北风,3-4,13,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090605,2016-07-15,36,NULL,NULL,NULL,34,17,优,NULL,阴,25,67,0,1002,24,10,东北风,5-6,32,较舒适,不宜,热,较易发,较适宜,适宜,弱
CN101090606,2016-07-15,36,NULL,NULL,NULL,34,17,优,NULL,阴,25,71,0,1002,24,10,东北风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090607,2016-07-15,36,NULL,NULL,NULL,34,17,优,NULL,多云,25,85,0,1002,22,10,东北风,3-4,13,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090608,2016-07-15,36,NULL,NULL,NULL,34,17,优,NULL,阴,25,78,0,1002,23,10,东北风,3-4,11,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090609,2016-07-15,36,NULL,NULL,NULL,34,17,优,NULL,多云,25,76,0,1003,22,10,西北风,4-5,23,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101090701,2016-07-15,54,1,21,117,45,37,良,13,阵雨,25,72,0,1002,23,10,东北风,4-5,17,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090702,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,阵雨,31,77,0,1000,23,10,北风,3-4,14,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090703,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,晴,28,72,0,1000,23,10,东北风,4-5,18,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090704,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,晴,25,85,0,1002,22,10,东北风,4-5,17,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090705,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,晴,25,68,0,1002,24,10,北风,5-6,27,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090706,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,阵雨,25,52,0,1002,26,10,东风,4-5,18,较不舒适,不宜,热,少发,较不宜,适宜,弱
CN101090707,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,晴,29,67,0,1000,23,10,东风,3-4,11,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090708,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,多云,29,85,0,1000,22,10,东风,4-5,19,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101121403,2016-07-15,41,NULL,NULL,NULL,17,7,优,NULL,阵雨,27,88,0,1001,21,10,北风,4-5,24,舒适,不宜,较舒适,极易发,较不宜,一般,最弱
CN101121404,2016-07-15,41,NULL,NULL,NULL,17,7,优,NULL,阵雨,28,93,0,1001,20,10,北风,4-5,24,舒适,不宜,较舒适,极易发,较不宜,一般,最弱
CN101121405,2016-07-15,41,NULL,NULL,NULL,17,7,优,NULL,多云,29,91,0,1001,22,10,北风,4-5,23,舒适,不宜,较舒适,极易发,较不宜,适宜,最弱
CN101121501,2016-07-15,48,NULL,NULL,NULL,8,10,优,NULL,阵雨,27,93,0.8,1000,19,9,东北风,5-6,29,舒适,不宜,较舒适,易发,较不宜,较不宜,最弱
CN101121502,2016-07-15,48,NULL,NULL,NULL,8,10,优,NULL,阵雨,25,96,0.8,1001,19,9,东北风,4-5,22,舒适,不宜,较舒适,极易发,较不宜,较不宜,最弱
CN101121503,2016-07-15,48,NULL,NULL,NULL,8,10,优,NULL,阵雨,27,93,0.3,1001,19,10,北风,4-5,19,舒适,不宜,较舒适,极易发,较不宜,较不宜,最弱
CN101121601,2016-07-15,41,NULL,NULL,NULL,27,22,优,NULL,多云,29,86,0,1001,20,10,东北风,4-5,24,舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101121701,2016-07-15,46,NULL,NULL,NULL,39,28,优,NULL,晴,29,78,0,1001,23,10,西风,3-4,16,较舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101121702,2016-07-15,46,NULL,NULL,NULL,39,28,优,NULL,晴,28,82,0,1001,23,10,北风,3-4,13,较舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101121703,2016-07-15,46,NULL,NULL,NULL,39,28,优,NULL,晴,32,75,0,1001,24,10,北风,4-5,22,较舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101121704,2016-07-15,46,NULL,NULL,NULL,39,28,优,NULL,多云,31,74,0,1000,23,10,东风,3-4,16,较舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101121705,2016-07-15,46,NULL,NULL,NULL,39,28,优,NULL,多云,31,78,0,1001,23,10,北风,4-5,21,较舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101121706,2016-07-15,46,NULL,NULL,NULL,39,28,优,NULL,多云,28,78,0,1001,23,10,北风,3-4,11,较舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101121707,2016-07-15,46,NULL,NULL,NULL,39,28,优,NULL,晴,32,73,0,1001,24,10,东北风,4-5,17,较舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101121709,2016-07-15,46,NULL,NULL,NULL,39,28,优,NULL,晴,32,75,0,1001,23,10,北风,4-5,22,较舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101190101,2016-07-15,55,1,18,73,58,33,良,11,阵雨,34,86,0,998,27,10,西风,5-6,29,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
CN101190102,2016-07-15,55,NULL,NULL,NULL,58,33,良,NULL,阵雨,34,90,0,998,28,10,西北风,5-6,30,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
CN101190103,2016-07-15,55,NULL,NULL,NULL,58,33,良,NULL,阵雨,34,85,0,998,30,10,西北风,5-6,33,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
CN101190104,2016-07-15,55,NULL,NULL,NULL,58,33,良,NULL,阵雨,34,86,0,998,27,10,西风,5-6,31,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
CN101190105,2016-07-15,55,NULL,NULL,NULL,58,33,良,NULL,阵雨,34,92,0.6,998,25,10,西风,5-6,30,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
CN101190106,2016-07-15,55,NULL,NULL,NULL,58,33,良,NULL,阵雨,34,95,0.1,998,25,10,西北风,5-6,30,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
CN101190107,2016-07-15,55,NULL,NULL,NULL,58,33,良,NULL,阵雨,34,95,0.1,998,25,10,西北风,5-6,25,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
CN101190201,2016-07-15,52,0,18,86,47,29,良,36,阵雨,36,81,0,997,31,3,北风,微风,0,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101190202,2016-07-15,54,NULL,NULL,NULL,55,34,良,NULL,阵雨,35,75,0,997,30,7,南风,3-4,15,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
CN101190203,2016-07-15,66,NULL,NULL,NULL,73,47,良,NULL,阵雨,34,72,0.7,998,30,10,西风,3-4,11,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101190204,2016-07-15,52,NULL,NULL,NULL,47,29,良,NULL,阵雨,39,81,0,997,31,3,北风,微风,5,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101190301,2016-07-15,49,1,16,85,48,25,优,10,多云,34,93,1.5,997,26,7,西风,4-5,22,较不舒适,不宜,炎热,少发,较不宜,较不宜,弱
